blueWins,blueWardsPlaced,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWins,redWardsPlaced,redFirstBlood,redKills,redDeaths,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
1,15,1,12,1,1,1,0,18574,7.2,227,56,0,17,0,1,12,0,0,0,12988,6.4,187,32
0,13,0,2,5,0,0,0,15123,6.8,232,60,1,15,1,5,2,1,0,0,17228,6.8,234,48
1,14,0,6,8,0,1,0,16075,7,211,60,0,16,1,8,6,1,0,0,17449,7.2,237,43
0,13,0,3,8,0,0,0,14443,6.6,198,40,1,18,1,8,3,0,1,0,16609,7,188,55
1,14,0,5,4,0,0,0,16656,7.2,252,42,0,13,1,4,5,0,0,0,15726,7.2,205,48
0,16,0,5,8,1,0,0,15938,6.8,196,49,1,103,1,8,5,0,0,0,16888,6.8,185,65
1,17,1,1,2,1,0,0,14116,6.8,217,51,0,18,0,2,1,0,1,1,16537,6.8,264,47
1,19,0,8,9,0,0,0,17054,7,211,40,0,14,1,9,8,1,0,0,17945,7,219,32
1,38,0,4,5,0,0,0,15306,7.2,226,48,0,18,1,5,4,1,0,0,15517,7,202,56
1,14,1,4,5,0,0,0,16193,7,235,64,0,18,0,5,4,1,1,0,16598,7.4,248,65
1,15,1,10,7,0,0,0,18126,7.2,222,40,0,10,0,7,10,1,0,0,15765,6.2,176,40
1,15,0,8,9,1,0,0,17592,6.8,214,52,0,18,1,9,8,0,0,0,17726,7,221,45
1,18,1,7,4,1,0,0,16282,6.4,173,57,0,16,0,4,7,0,0,0,14220,6.4,174,44
1,16,1,6,3,0,1,0,17167,6.8,247,59,0,11,0,3,6,1,0,0,15078,6.4,202,50
0,15,0,7,16,0,0,0,15679,6.4,172,42,1,13,1,16,7,1,1,0,21056,7.2,230,60
1,14,1,7,7,1,0,0,16045,6.8,216,48,0,12,0,7,7,0,1,0,16327,7,182,53
0,15,0,6,7,0,0,0,16564,7,213,49,1,14,1,7,6,0,0,0,17007,7,216,46
0,11,0,2,8,0,0,0,14376,6.8,208,60,1,38,1,8,2,0,0,0,17498,7,231,36
0,15,0,2,5,1,0,0,14128,6.6,214,45,1,19,1,5,2,0,0,0,16553,7.2,233,55
1,12,0,3,5,0,0,0,14584,6.8,201,45,0,22,1,5,3,1,0,0,15397,6.6,195,52
1,20,0,9,8,0,0,0,18457,7.2,218,64,0,17,1,8,9,1,1,0,17079,6.8,219,70
0,31,0,7,7,0,0,0,18282,7,240,56,1,18,1,7,7,1,0,0,16740,7,212,59
0,88,0,7,11,0,0,0,17130,7,232,36,1,17,1,11,7,1,0,0,18683,7,247,43
1,16,1,8,0,1,0,0,17759,7.4,249,55,0,15,0,0,8,0,0,0,13509,6.4,223,49
1,15,1,8,3,0,1,0,17194,7.2,197,48,0,56,0,3,8,0,0,0,14422,6.6,188,44
1,17,1,6,6,1,0,0,16527,7,225,59,0,13,0,6,6,0,0,0,17011,7.4,221,67
1,15,1,7,4,1,1,0,17915,7,223,64,0,13,0,4,7,0,0,0,16805,7.2,235,72
0,15,0,5,4,0,1,1,17610,6.8,232,57,1,46,1,4,5,1,0,0,16143,7,222,56
1,16,1,12,10,1,1,0,19453,6.8,165,64,0,15,0,10,12,0,0,0,18358,6.8,227,56
1,17,1,7,1,1,0,1,18772,7.2,255,55,0,10,0,1,7,0,0,0,13603,6.6,200,48
0,15,0,1,3,0,0,0,14626,6.6,229,56,1,15,1,3,1,1,1,0,16173,7.2,246,60
1,22,1,13,3,0,0,0,20387,7,232,35,0,18,0,3,13,1,0,0,14707,6.4,196,48
0,15,1,6,6,0,0,0,17256,7,236,47,1,15,0,6,6,0,0,0,16433,7,230,48
1,62,1,6,1,1,1,0,16601,7,231,44,0,15,0,1,6,0,0,0,14802,6.8,231,72
0,21,0,1,3,0,1,0,14672,6.8,247,50,1,19,1,3,1,1,0,0,15429,6.6,242,48
1,91,1,8,6,1,0,0,17001,6.8,187,47,0,16,0,6,8,0,0,0,16910,7,237,44
0,39,0,8,11,0,1,1,18213,6.8,217,55,1,21,1,11,8,1,0,1,19751,7.2,225,48
1,12,0,10,8,1,1,0,19862,7.8,252,64,0,15,1,8,10,0,0,0,17634,7.2,228,57
0,16,1,9,1,0,0,0,18179,7.2,242,60,1,15,0,1,9,1,0,0,13310,6.4,210,44
1,19,0,4,2,0,0,0,15796,6.8,234,46,0,16,1,2,4,0,0,0,15156,7,236,49
1,28,0,6,9,0,0,0,15377,6.6,177,43,0,21,1,9,6,0,0,0,17248,7,227,32
0,16,0,5,7,0,0,0,14874,6.6,182,32,1,49,1,7,5,1,0,0,17063,6.8,207,61
0,19,1,7,9,0,0,0,17780,6.6,245,40,1,14,0,9,7,0,0,0,17306,7,207,51
0,14,0,7,12,0,0,0,16804,6.6,184,52,1,12,1,12,7,0,0,0,17876,7,194,24
0,16,1,7,13,0,0,0,17372,6.8,202,56,1,21,0,13,7,1,0,0,20189,7.2,218,58
1,17,0,4,3,1,0,0,15162,6.6,195,49,0,21,1,3,4,0,0,0,15405,6.6,235,53
0,18,0,3,3,1,0,0,14742,6.6,202,57,1,16,1,3,3,0,0,0,16259,7,255,49
0,13,0,0,6,0,0,0,13078,6.2,184,61,1,30,1,6,0,1,0,0,16283,7.4,210,54
0,14,0,2,5,0,0,0,13886,6.6,203,45,1,17,1,5,2,1,0,0,16706,7.4,255,72
1,19,1,7,3,1,0,0,16632,6.8,212,32,0,20,0,3,7,0,0,0,14910,6.2,224,44
1,14,1,6,2,1,1,0,17215,7,264,57,0,13,0,2,6,0,0,0,15237,7,199,71
1,15,1,11,9,0,0,0,17528,7,191,48,0,37,0,9,11,0,0,0,17357,6.6,209,32
0,13,0,5,3,1,0,0,16555,7.2,252,52,1,15,1,3,5,0,1,0,15896,7,238,57
1,16,0,6,11,1,0,0,15246,6.6,174,43,0,26,1,11,6,0,1,0,18220,7.2,198,59
0,94,0,3,9,0,0,0,14033,6.2,184,44,1,22,1,9,3,1,0,0,17111,7.4,204,52
0,17,1,7,6,0,0,0,16778,7,205,59,1,18,0,6,7,1,0,0,15625,6.6,203,52
1,15,1,11,5,1,1,0,18960,7.4,225,63,0,15,0,5,11,0,0,0,15082,6.8,204,43
1,15,1,5,1,1,1,0,17065,7,220,54,0,12,0,1,5,0,0,0,14348,7,227,62
1,88,1,9,7,0,0,0,18283,7.4,243,44,0,21,0,7,9,1,0,0,15245,6.4,147,52
0,17,0,4,7,0,0,0,15190,6.6,196,47,1,42,1,7,4,1,0,0,17093,6.6,206,64
1,15,1,9,5,0,0,0,18192,6.8,229,44,0,12,0,5,9,1,0,0,14674,6.4,188,32
1,15,0,7,7,0,0,0,17329,6.8,212,60,0,49,1,7,7,0,0,0,17113,6.8,181,52
0,34,1,5,8,0,0,0,16422,7,247,52,1,15,0,8,5,1,0,0,16931,6.8,218,48
0,12,0,9,6,0,0,0,17385,7,208,36,1,18,1,6,9,0,1,0,16407,7,226,54
1,51,1,11,3,1,0,0,16663,7,188,64,0,16,0,3,11,0,0,0,14779,6.4,208,40
1,18,1,10,4,0,1,0,17902,7.2,186,50,0,15,0,4,10,1,0,0,15678,6.6,208,44
0,22,0,8,11,0,1,0,17398,7,206,36,1,21,1,11,8,1,0,0,18477,7,233,44
0,15,0,5,7,0,0,0,15532,6.8,201,40,1,14,1,7,5,1,1,0,17300,7.4,253,59
0,15,0,6,6,1,0,0,15412,6.8,197,48,1,16,1,6,6,0,0,0,16298,6.8,205,52
1,68,1,9,3,0,0,0,17718,7,209,48,0,17,0,3,9,0,0,0,14701,6.8,197,52
0,16,1,8,8,1,0,0,17055,7,199,48,1,20,0,8,8,0,0,0,17486,7,221,52
0,81,0,6,12,0,0,0,16020,6.8,215,39,1,15,1,12,6,0,0,0,18638,7.6,212,52
0,17,1,6,6,1,1,0,16254,7,203,48,1,16,0,6,6,0,0,0,16994,7,238,60
1,15,1,12,5,0,1,0,19201,7.2,214,67,0,12,0,5,12,0,0,0,15219,6.2,182,47
0,16,0,5,10,0,0,0,15994,6.8,211,50,1,12,1,10,5,1,0,0,18022,7.2,242,58
1,15,0,10,4,0,1,2,20352,7.4,232,57,0,14,1,4,10,1,0,0,14703,6.4,200,38
0,9,0,0,9,0,0,0,12756,6.4,190,54,1,15,1,9,0,1,1,0,17705,7.4,253,52
1,16,1,8,3,1,1,1,18661,7.4,233,56,0,14,0,3,8,0,0,0,13794,6.6,169,40
0,20,0,2,6,1,1,0,15488,6.8,265,67,1,20,1,6,2,0,0,0,16466,7.2,220,43
0,16,0,8,4,0,0,0,17547,7,214,67,1,55,1,4,8,0,0,0,15122,6.6,233,38
1,17,1,12,6,1,0,0,19189,7.4,227,49,0,16,0,6,12,0,0,0,15374,6.6,203,50
1,44,1,7,5,1,0,0,16749,7,192,60,0,13,0,5,7,0,0,0,15773,6.6,209,35
1,14,1,5,4,1,0,0,16214,7.2,257,54,0,20,0,4,5,0,0,0,15352,7,219,56
0,13,1,4,3,0,0,0,15500,7,216,44,1,57,0,3,4,1,0,0,15903,7,242,54
0,85,0,2,6,0,0,0,14735,7,219,51,1,22,1,6,2,0,1,0,16939,7.2,243,52
1,21,1,9,9,1,0,0,17489,6.6,221,40,0,40,0,9,9,0,0,0,17708,6.8,226,44
1,13,1,16,5,0,1,0,20380,7.2,230,36,0,18,0,5,16,1,0,0,15050,6.6,173,44
1,15,1,9,4,1,1,0,18048,7,227,61,0,51,0,4,9,0,0,0,14634,6.8,237,28
0,18,1,5,4,0,0,0,15843,6.6,220,42,1,16,0,4,5,0,0,0,15051,6.8,185,49
1,23,1,4,7,0,0,0,16810,7,224,76,0,19,0,7,4,1,1,0,16956,7,235,49
0,13,1,5,5,0,1,0,15204,7,182,40,1,17,0,5,5,0,0,0,16782,7.2,250,55
1,18,1,5,6,0,0,0,16006,7,225,40,0,13,0,6,5,1,0,0,16775,7,235,52
1,15,0,6,3,0,0,0,16746,7,204,55,0,15,1,3,6,0,0,0,14886,6.4,225,38
1,20,1,10,3,0,0,0,17648,7.2,181,56,0,14,0,3,10,0,0,0,14123,6.4,183,44
1,13,1,12,8,1,0,0,18047,7,202,44,0,12,0,8,12,0,1,0,17368,7,206,44
0,16,0,1,5,0,0,0,13976,6.6,210,58,1,17,1,5,1,1,0,0,16531,7.2,234,68
0,72,1,11,6,0,0,0,17264,7.2,196,38,1,15,0,6,11,1,1,0,16499,7.2,212,56
0,60,1,6,8,0,0,0,16767,7,228,53,1,16,0,8,6,1,1,0,17988,7.4,252,64
1,26,0,10,6,0,0,0,19488,7.4,230,67,0,12,1,6,10,1,0,0,14996,6.8,181,45
0,16,0,3,4,0,0,0,15875,6.8,241,42,1,38,1,4,3,0,0,0,15689,7.2,232,45
1,14,1,8,7,1,0,0,17717,7.4,203,66,0,14,0,7,8,0,0,0,16490,6.8,225,49
1,14,0,5,7,0,1,0,16864,7,240,57,0,14,1,7,5,1,0,0,16934,7.6,223,65
0,37,0,3,4,0,0,0,14788,7,227,46,1,18,1,4,3,0,0,0,16393,7.2,252,54
0,14,0,4,9,0,0,0,14743,6.4,197,50,1,20,1,9,4,1,0,0,18208,7.4,224,74
0,13,1,11,10,0,1,0,17949,6.6,172,41,1,45,0,10,11,1,0,0,18380,6.6,207,48
1,21,0,8,7,0,0,0,17737,7.2,193,50,0,16,1,7,8,0,0,0,16654,7.2,207,44
0,13,0,5,6,0,0,0,15307,7,218,39,1,20,1,6,5,0,0,0,16566,7.2,250,47
0,13,0,4,12,0,0,0,13973,6.2,166,45,1,77,1,12,4,0,1,1,20774,7.4,234,44
1,14,1,7,10,1,0,0,18089,7.4,225,77,0,14,0,10,7,0,1,0,16931,7.2,202,38
1,18,1,7,3,1,1,0,17224,7.2,237,56,0,16,0,3,7,0,0,0,15171,6.6,237,43
1,20,0,11,7,0,0,0,17649,7.2,187,42,0,16,1,7,11,1,0,0,17045,6.6,187,62
1,15,0,3,7,0,1,1,16886,7,244,53,0,18,1,7,3,1,0,0,16811,7,195,60
0,16,1,2,4,0,0,0,14584,6.6,235,47,1,14,0,4,2,0,0,0,15126,6.8,211,52
1,21,1,9,7,0,0,0,17331,6.8,201,59,0,20,0,7,9,1,0,0,16232,6.8,195,52
1,88,1,8,4,1,0,0,17763,7,246,48,0,14,0,4,8,0,0,0,15580,7,212,68
1,14,1,4,4,1,1,0,16814,7,220,70,0,16,0,4,4,0,0,0,16023,7,228,56
0,13,0,3,8,0,0,0,14500,6.6,209,50,1,16,1,8,3,0,1,0,18114,7.2,222,60
0,11,1,11,2,1,1,0,17435,7,236,52,1,14,0,2,11,0,0,0,16215,7,241,68
0,14,1,4,5,0,0,0,14682,6.6,199,50,1,17,0,5,4,0,0,0,16509,7.4,235,48
0,17,0,8,5,0,0,0,16752,7,229,32,1,14,1,5,8,1,0,0,16169,7,201,55
0,13,1,3,2,0,1,0,15649,7.2,227,67,1,54,0,2,3,1,0,0,15983,7.4,238,84
0,18,0,6,11,0,0,0,16124,7,232,37,1,20,1,11,6,1,0,0,18618,7,230,50
1,11,1,18,13,0,0,1,21132,7.2,236,44,0,166,0,13,18,0,0,0,18474,6.6,154,31
1,20,0,9,9,1,0,0,17569,6.8,228,37,0,18,1,9,9,0,1,0,17685,7,207,45
1,16,1,9,8,1,1,0,17097,6.8,202,46,0,75,0,8,9,0,0,0,17294,7.2,219,48
0,17,0,7,5,0,0,0,16906,6.8,218,52,1,15,1,5,7,0,0,0,16146,6.8,244,48
1,16,0,5,4,0,0,0,16632,7,233,53,0,39,1,4,5,1,0,0,15408,6.8,228,40
0,16,0,2,11,0,0,0,13449,6.4,180,44,1,13,1,11,2,0,1,1,19525,6.8,193,55
0,14,0,8,11,1,0,0,16712,6.8,190,35,1,38,1,11,8,0,0,0,19051,7.2,228,40
1,13,1,3,1,0,0,0,16372,7.2,279,58,0,19,0,1,3,1,0,0,13782,7,226,53
0,18,1,9,5,1,0,0,17384,7.4,235,56,1,18,0,5,9,0,0,0,15209,7.2,222,44
0,16,1,6,7,1,0,0,17075,7,229,57,1,12,0,7,6,0,0,0,15887,7,182,51
0,15,0,11,7,0,0,0,18860,8,233,60,1,18,1,7,11,1,0,0,17209,7,215,47
0,14,0,5,3,0,0,0,15381,7.2,211,52,1,17,1,3,5,1,0,0,15568,6.8,238,48
0,14,0,2,9,0,0,0,13545,6.4,180,51,1,16,1,9,2,1,0,0,18413,7.4,242,47
0,37,0,0,5,0,0,0,13256,6.4,202,43,1,17,1,5,0,0,1,0,17405,7,272,48
0,13,0,3,6,0,0,0,14423,6.6,219,48,1,15,1,6,3,0,0,0,17025,7.2,249,54
1,18,1,7,8,1,0,0,17551,7,244,49,0,25,0,8,7,0,0,1,18569,7,204,49
1,25,0,11,6,0,0,0,19537,7,189,60,0,20,1,6,11,1,0,0,16819,7,211,48
1,17,1,17,5,1,0,0,20218,7.2,199,40,0,16,0,5,17,0,0,0,15319,6.4,165,61
1,18,0,5,5,0,0,0,15191,6.6,193,49,0,14,1,5,5,1,0,0,16535,7,207,76
1,20,1,11,3,1,0,0,18802,7,224,51,0,17,0,3,11,0,0,0,15021,6.6,222,44
1,10,1,7,3,1,0,0,17116,7.2,237,65,0,11,0,3,7,0,0,0,13788,6.4,173,43
1,19,1,11,6,1,0,0,18230,6.8,195,52,0,14,0,6,11,0,0,0,16116,6.8,198,52
0,16,1,6,7,1,0,0,15829,7,228,48,1,43,0,7,6,0,0,0,16293,7,208,42
1,17,0,4,2,1,1,0,14729,6.8,228,40,0,17,1,2,4,0,0,0,14746,6.8,192,69
1,14,0,8,7,0,0,0,17793,7,208,77,0,23,1,7,8,1,0,0,16493,6.4,221,42
1,43,1,7,0,1,1,0,17525,7.2,240,53,0,30,0,0,7,0,0,0,13641,6.8,238,53
0,17,0,8,9,1,0,0,17579,7.2,224,41,1,22,1,9,8,0,0,0,17104,6.8,205,36
1,15,1,7,4,1,1,0,18227,7.2,256,61,0,15,0,4,7,0,0,0,15538,6.6,224,36
0,13,0,4,6,0,1,0,14898,7,192,48,1,15,1,6,4,0,0,0,16265,6.8,219,43
0,17,1,4,8,1,0,0,15769,6.8,222,59,1,18,0,8,4,0,0,1,18768,7,232,60
0,24,0,12,12,0,1,1,19272,6.8,188,36,1,18,1,12,12,0,0,1,20239,7,222,56
0,16,1,7,4,1,0,0,17788,7.2,255,58,1,16,0,4,7,0,1,0,15819,6.8,234,49
0,12,0,3,11,0,0,0,14738,6.4,197,63,1,16,1,11,3,1,0,0,18937,7.6,241,56
1,18,1,5,6,0,0,0,16113,6.8,231,39,0,16,0,6,5,1,0,0,16218,7,217,50
0,14,1,9,5,0,1,1,18967,7.2,231,42,1,40,0,5,9,0,0,0,15315,6.4,194,44
0,26,0,2,3,0,0,0,15416,7,253,64,1,14,1,3,2,1,0,0,15499,7.2,230,68
0,13,1,9,5,0,0,0,18096,7.2,232,36,1,16,0,5,9,1,0,0,15570,6.8,194,49
0,13,0,3,6,1,0,0,14411,6.8,210,54,1,19,1,6,3,0,1,0,16275,7.2,198,66
1,18,1,4,3,0,1,0,15668,7,250,48,0,18,0,3,4,1,0,0,14881,7,221,60
0,17,1,7,7,0,1,0,16288,6.8,193,68,1,14,0,7,7,1,0,0,17510,7.2,221,56
0,15,1,11,11,0,0,0,18575,7.2,198,49,1,39,0,11,11,1,0,1,18779,6.8,211,36
0,16,1,6,5,1,0,0,17379,7.2,251,64,1,61,0,5,6,0,1,0,15620,6.8,220,44
0,12,0,3,8,1,0,0,15222,6.8,220,55,1,70,1,8,3,0,1,0,16872,7.2,217,52
1,17,1,5,5,1,0,0,16191,7.2,238,46,0,15,0,5,5,0,0,0,15901,7.2,242,44
0,9,1,2,5,1,0,0,14930,6.8,231,61,1,14,0,5,2,0,0,1,18348,7.4,263,65
0,12,1,7,4,0,0,0,17062,7.2,238,58,1,19,0,4,7,0,0,0,15140,6.8,191,44
0,16,0,4,8,0,0,0,14763,6.6,205,44,1,11,1,8,4,1,0,0,18347,7,254,54
0,17,1,7,10,0,0,0,15351,6,169,52,1,17,0,10,7,1,0,0,18178,6.4,181,52
0,20,0,11,7,0,0,0,17625,7,212,43,1,18,1,7,11,0,1,0,16808,6.6,209,49
1,24,0,3,3,0,0,0,15933,7.2,259,52,0,15,1,3,3,1,0,0,15858,7.2,262,56
0,12,0,11,14,0,0,0,18229,7.2,198,48,1,12,1,14,11,1,0,0,19731,7.4,186,43
1,34,0,2,7,0,0,0,15356,7,230,60,0,20,1,7,2,1,0,0,17062,7,209,71
1,13,0,7,9,0,1,0,17005,6.8,216,56,0,20,1,9,7,1,0,0,16731,6.6,200,44
1,20,0,7,5,0,0,0,16747,6.8,198,40,0,19,1,5,7,1,0,0,15689,6.6,198,46
0,14,0,6,7,0,0,0,16060,6.6,187,50,1,14,1,7,6,0,0,0,17836,7.2,248,60
0,15,1,5,9,0,0,0,14998,6.2,197,40,1,16,0,9,5,1,0,0,17696,7.2,232,44
0,23,1,6,7,0,0,0,16182,6.8,221,49,1,18,0,7,6,1,0,0,16277,7,216,60
0,11,1,8,8,0,1,0,17065,7.6,214,51,1,14,0,8,8,1,0,0,16546,7,204,51
0,17,1,3,4,1,0,0,15544,6.8,222,80,1,15,0,4,3,0,0,0,16417,7,240,56
1,16,0,4,9,1,0,0,16541,7,225,60,0,20,1,9,4,0,0,0,18055,7.4,239,45
1,24,0,6,5,1,0,0,15112,6.6,184,43,0,17,1,5,6,0,0,0,16085,6.8,231,50
0,15,0,8,11,0,0,0,17550,7,229,48,1,14,1,11,8,0,1,0,19049,7,247,32
1,20,1,8,2,1,1,0,18323,7.4,262,52,0,16,0,2,8,0,0,0,14312,6.6,208,58
1,18,1,6,1,1,1,2,18553,7,248,48,0,13,0,1,6,0,0,0,13596,6.4,214,53
0,13,0,4,4,0,0,0,15252,6.8,225,46,1,14,1,4,4,1,0,0,15867,6.6,229,54
1,18,1,7,8,0,0,0,16863,6.8,206,42,0,18,0,8,7,1,0,0,16080,7,186,44
0,15,0,1,4,1,0,0,13925,7,216,60,1,78,1,4,1,0,0,0,17542,7.4,260,80
1,15,1,7,5,0,0,0,16828,6.8,217,35,0,19,0,5,7,1,0,0,15916,6.6,217,60
0,15,1,4,9,0,1,0,15391,6.6,189,46,1,24,0,9,4,0,0,0,18137,7,247,43
1,21,1,5,2,0,0,0,16350,7,245,53,0,37,0,2,5,0,0,0,15060,6.8,236,54
1,14,0,6,6,0,0,0,17159,7.2,223,56,0,33,1,6,6,1,0,0,17230,6.8,229,43
0,14,0,4,8,0,1,0,15484,7.2,226,50,1,42,1,8,4,1,0,0,18012,7.2,236,56
1,15,1,5,6,0,0,0,17024,7.2,254,63,0,12,0,6,5,0,0,0,16123,6.8,214,48
1,23,1,10,6,0,0,0,18680,7.2,220,61,0,20,0,6,10,1,1,0,16667,6.8,210,43
0,16,0,4,11,1,1,0,14657,6.8,188,59,1,20,1,11,4,0,0,0,17770,7.2,201,45
0,13,1,6,9,1,0,0,15550,6.8,191,44,1,15,0,9,6,0,0,0,17017,7.2,213,40
0,21,0,6,12,1,0,0,15861,6.6,208,47,1,15,1,12,6,0,0,0,19058,7.4,208,48
1,19,0,2,4,0,0,0,15202,7.2,225,60,0,72,1,4,2,1,0,0,15233,7.2,218,60
0,19,0,4,7,0,1,0,15214,6.8,211,40,1,15,1,7,4,1,0,0,16016,6.8,209,52
0,18,1,8,8,1,0,0,16171,6.6,214,43,1,16,0,8,8,0,1,0,17813,7.2,235,60
0,63,0,9,4,0,0,0,18184,7.4,238,52,1,23,1,4,9,0,0,0,15195,6.4,192,44
1,21,1,5,3,1,0,0,16751,6.8,247,39,0,11,0,3,5,0,0,0,14554,6.2,193,60
0,17,0,6,1,1,0,0,16973,7,250,55,1,13,1,1,6,0,1,0,13990,6.8,199,48
1,16,0,7,7,1,1,0,17239,7.4,222,48,0,12,1,7,7,0,0,0,16072,6.6,182,58
0,14,0,2,11,0,0,0,14660,6.6,232,52,1,17,1,11,2,1,0,0,18601,7.4,195,56
0,20,1,9,8,1,0,0,17429,6.8,211,48,1,16,0,8,9,0,0,0,16709,6.8,210,50
1,14,1,8,3,0,0,0,18513,7.2,250,40,0,12,0,3,8,0,0,0,14415,6.8,194,60
1,15,1,5,2,1,0,0,16225,6.8,231,56,0,16,0,2,5,0,0,0,13795,6.6,179,52
0,14,1,5,5,1,0,0,16267,7,247,60,1,18,0,5,5,0,0,0,16061,6.8,228,54
0,17,1,3,4,0,0,0,15478,6.8,233,59,1,16,0,4,3,0,0,0,16481,7.2,236,64
0,87,0,7,3,1,1,0,16335,7.2,212,56,1,16,1,3,7,0,0,0,15735,7,246,56
1,16,0,4,5,0,0,0,14826,6.8,204,49,0,16,1,5,4,0,1,0,16422,7,214,57
1,19,1,9,7,0,0,0,19092,7.2,226,44,0,18,0,7,9,1,0,0,17057,7,214,56
0,19,1,10,7,0,1,0,17619,7.2,186,49,1,16,0,7,10,1,0,0,16346,7,186,57
1,15,0,9,8,0,0,0,16872,7,199,36,0,17,1,8,9,1,0,0,18104,7,225,48
1,25,1,8,5,1,0,0,17265,6.8,233,43,0,16,0,5,8,0,0,0,15539,6.4,192,48
1,17,1,11,7,0,0,0,19308,7.2,243,49,0,17,0,7,11,0,0,0,17272,6.6,164,44
1,17,1,7,8,1,0,0,16535,7,230,28,0,15,0,8,7,0,1,0,17658,7,225,68
0,18,0,6,8,0,0,0,16606,7,226,43,1,19,1,8,6,1,0,0,17931,7.2,233,56
0,16,1,9,9,1,0,0,17168,6.8,212,40,1,21,0,9,9,0,0,0,17193,6.6,196,32
0,15,0,4,4,0,0,0,14839,6.6,215,41,1,41,1,4,4,0,0,0,15928,7,225,63
1,16,1,7,6,0,0,0,17812,7,244,56,0,14,0,6,7,1,0,0,16067,6.8,216,60
0,18,0,3,5,0,0,0,14827,7,201,41,1,37,1,5,3,1,0,0,16665,7,230,67
1,19,0,4,6,0,1,0,15578,6.8,229,46,0,20,1,6,4,0,0,0,16596,7,240,51
0,20,0,7,3,1,0,0,16628,6.8,215,52,1,18,1,3,7,0,1,1,16733,6.2,213,46
0,17,1,3,4,1,0,0,14609,6.8,218,37,1,40,0,4,3,0,1,0,16750,7.2,253,51
0,40,0,1,7,0,0,0,13325,6.6,171,52,1,18,1,7,1,1,1,0,16898,7.2,230,51
1,23,0,3,7,0,0,0,15277,6.8,234,52,0,18,1,7,3,1,0,0,17382,7,191,54
0,15,1,6,5,0,0,0,16287,6.6,226,52,1,13,0,5,6,0,0,0,16262,6.8,226,45
0,55,0,1,14,1,0,0,12747,6,180,39,1,15,1,14,1,0,0,0,19182,7.4,227,57
0,13,1,9,9,1,0,0,17687,6.8,206,56,1,16,0,9,9,0,0,0,18296,7,225,60
1,14,1,8,4,0,1,0,17187,7,232,39,0,23,0,4,8,0,0,0,15641,7.2,240,55
0,12,0,3,12,0,0,0,14015,6.4,178,36,1,15,1,12,3,1,0,0,18944,7.2,228,48
1,20,1,6,6,0,0,0,16291,6.8,228,44,0,13,0,6,6,0,0,0,16127,7,227,40
1,14,0,4,2,0,0,0,16289,7.4,229,72,0,14,1,2,4,1,1,0,15264,7,271,48
1,17,1,8,5,0,0,0,17234,7.2,228,52,0,16,0,5,8,0,0,0,15760,6.8,201,60
0,18,1,3,8,0,0,0,14663,6.6,201,41,1,16,0,8,3,0,1,0,17117,7.4,213,50
1,18,1,5,5,0,1,0,16278,7,244,56,0,13,0,5,5,0,0,0,16009,7,219,60
1,16,0,14,17,0,1,0,19025,6.8,150,47,0,13,1,17,14,1,0,0,19549,7,185,60
1,16,0,3,5,0,0,0,15366,7,230,55,0,15,1,5,3,1,0,0,16730,6.8,243,40
0,16,0,0,5,0,0,0,14526,6.8,246,64,1,17,1,5,0,1,0,0,16846,7.4,248,60
1,16,1,4,2,1,0,0,16547,7.2,259,64,0,31,0,2,4,0,0,0,15279,7,249,44
1,12,1,2,5,1,0,0,14936,7.2,231,53,0,14,0,5,2,0,0,0,16479,7,250,40
0,16,0,5,11,1,0,0,15594,6.6,213,55,1,18,1,11,5,0,0,0,18591,7.2,222,46
0,17,1,9,6,0,0,0,17416,7.2,208,44,1,13,0,6,9,1,0,0,17783,7.4,243,68
0,39,0,4,7,1,0,0,15722,6.8,221,53,1,17,1,7,4,0,0,1,19031,7.4,230,60
0,37,1,3,2,0,1,0,16091,7.6,256,76,1,20,0,2,3,1,0,0,14903,7,244,56
0,25,1,6,3,0,0,0,15048,7,183,34,1,17,0,3,6,1,0,0,16186,7,253,54
1,16,1,17,10,0,0,1,23335,7.6,239,52,0,14,0,10,17,0,0,0,16545,6.4,129,26
1,19,1,8,3,0,1,0,18272,7.2,233,58,0,15,0,3,8,1,0,0,14549,6.4,196,51
0,23,0,5,5,1,0,0,16270,7.2,223,54,1,39,1,5,5,0,0,0,15522,6.8,208,55
1,19,0,8,7,0,0,0,17298,6.4,233,43,0,13,1,7,8,1,0,0,16972,6.4,210,32
1,19,1,4,2,1,1,1,17230,6.6,244,56,0,39,0,2,4,0,0,0,15781,7,229,77
0,16,1,10,9,1,0,0,17098,6.8,201,35,1,18,0,9,10,0,0,0,17733,7.2,208,54
0,18,1,8,6,0,1,0,17380,7,211,64,1,23,0,6,8,1,0,0,16320,7,215,56
0,12,0,6,9,0,1,1,16829,6.8,198,48,1,21,1,9,6,1,0,0,17318,6.8,216,47
0,15,1,3,5,0,0,0,14538,6.8,218,39,1,19,0,5,3,1,0,0,16873,7.4,236,80
1,23,1,4,7,1,0,0,15159,6.6,217,43,0,16,0,7,4,0,1,0,17655,7.2,240,52
0,27,0,5,8,0,0,0,14874,6.6,177,44,1,18,1,8,5,1,0,0,17569,6.8,249,44
